Date,Store,Product,ProductType,Forecast,OpeningStock,Production,AvailableForSale,Sales,ClosingStock,Loss,ForecastError,ForecastAbsoluteError,SellThroughRate,InventoryStatus,StockoutFlag,LossFlag,ProductionMethod,IsEventDay,EventName,PromotionType,PromotionTarget,SalesSource
2026-05-20,Shop_B,リッチシュー,regular,15,0,17,17,8,9,0,7,7,0.4706,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_B,季節シュー,seasonal,8,1,8,9,6,3,0,2,2,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,エクレア,regular,16,2,16,18,17,1,0,-1,1,0.9444,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,シュー,regular,35,1,38,39,35,4,0,0,0,0.8974,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,パール,regular,11,1,11,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,プリン,regular,12,1,12,13,10,3,0,2,2,0.7692,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,リッチエクレア,regular,13,1,14,15,9,6,0,4,4,0.6,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,リッチシュー,regular,19,0,21,21,19,2,0,0,0,0.9048,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-20,Shop_C,季節シュー,seasonal,14,1,15,16,14,2,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,エクレア,regular,14,0,16,16,11,5,0,3,3,0.6875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,シュー,regular,30,4,30,34,28,6,0,2,2,0.8235,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,パール,regular,10,1,10,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,プリン,regular,11,0,12,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,リッチエクレア,regular,8,5,4,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,リッチシュー,regular,16,0,18,18,13,5,0,3,3,0.7222,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_A,季節シュー,seasonal,14,3,13,16,12,4,0,2,2,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,エクレア,regular,12,4,9,13,6,7,0,6,6,0.4615,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,シュー,regular,22,3,22,24,21,3,1,1,1,0.875,Low closing stock,False,True,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,パール,regular,8,2,7,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,プリン,regular,10,1,10,10,8,2,1,2,2,0.8,Low closing stock,False,True,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,リッチエクレア,regular,6,5,2,7,3,4,0,3,3,0.4286,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,リッチシュー,regular,14,9,7,16,16,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_B,季節シュー,seasonal,9,3,7,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,エクレア,regular,14,1,15,16,15,1,0,-1,1,0.9375,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,シュー,regular,37,4,37,41,32,9,0,5,5,0.7805,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,パール,regular,11,1,11,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,プリン,regular,12,3,10,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,リッチエクレア,regular,11,6,6,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,リッチシュー,regular,18,2,18,20,19,1,0,-1,1,0.95,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-21,Shop_C,季節シュー,seasonal,14,2,14,16,10,6,0,4,4,0.625,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,エクレア,regular,13,5,10,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,シュー,regular,28,6,25,31,29,2,0,-1,1,0.9355,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,パール,regular,9,0,10,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,プリン,regular,9,2,8,10,7,3,0,2,2,0.7,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,リッチエクレア,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,リッチシュー,regular,15,5,12,17,14,3,0,1,1,0.8235,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_A,季節シュー,seasonal,9,4,6,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,エクレア,regular,11,7,5,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,シュー,regular,25,3,25,28,24,4,0,1,1,0.8571,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,パール,regular,10,2,9,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,プリン,regular,10,2,9,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,リッチエクレア,regular,7,4,4,8,4,4,0,3,3,0.5,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,リッチシュー,regular,13,0,15,15,10,5,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_B,季節シュー,seasonal,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,エクレア,regular,16,1,17,18,13,5,0,3,3,0.7222,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,シュー,regular,32,9,27,36,32,4,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,パール,regular,10,2,9,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,プリン,regular,9,0,10,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,リッチエクレア,regular,8,4,5,9,6,3,0,2,2,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,リッチシュー,regular,18,1,19,19,17,2,1,1,1,0.8947,Low closing stock,False,True,Previous-day preparation,False,None,None,None,inventory
2026-05-22,Shop_C,季節シュー,seasonal,12,6,7,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,エクレア,regular,11,2,10,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,シュー,regular,34,2,36,37,32,5,1,2,2,0.8649,Low closing stock,False,True,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,パール,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,プリン,regular,12,3,10,13,11,2,0,1,1,0.8462,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,リッチエクレア,regular,8,0,9,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,リッチシュー,regular,18,3,17,20,19,1,0,-1,1,0.95,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_A,季節シュー,seasonal,15,1,16,17,13,4,0,2,2,0.7647,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,エクレア,regular,11,0,12,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,シュー,regular,27,4,26,30,23,7,0,4,4,0.7667,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,パール,regular,7,3,5,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,プリン,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,リッチエクレア,regular,7,4,4,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,リッチシュー,regular,12,5,8,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_B,季節シュー,seasonal,12,0,13,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,エクレア,regular,17,5,14,19,16,3,0,1,1,0.8421,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,シュー,regular,37,4,37,41,35,6,0,2,2,0.8537,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,パール,regular,11,0,12,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,プリン,regular,14,1,15,16,16,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,リッチエクレア,regular,12,3,10,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,リッチシュー,regular,21,2,22,24,18,6,0,3,3,0.75,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-23,Shop_C,季節シュー,seasonal,15,0,17,17,17,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,エクレア,regular,14,0,16,16,14,2,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,シュー,regular,33,5,32,37,29,8,0,4,4,0.7838,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,パール,regular,10,0,11,11,7,4,0,3,3,0.6364,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,プリン,regular,7,2,6,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,リッチエクレア,regular,9,2,8,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,リッチシュー,regular,13,1,14,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_A,季節シュー,seasonal,9,4,6,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,エクレア,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,シュー,regular,25,7,21,28,23,5,0,2,2,0.8214,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,パール,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,プリン,regular,12,0,13,13,6,7,0,6,6,0.4615,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,リッチエクレア,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,リッチシュー,regular,13,0,15,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_B,季節シュー,seasonal,11,1,11,12,7,5,0,4,4,0.5833,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,エクレア,regular,15,3,14,17,16,1,0,-1,1,0.9412,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,シュー,regular,36,6,34,40,35,5,0,1,1,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,パール,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,プリン,regular,12,0,13,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,リッチエクレア,regular,9,1,9,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,リッチシュー,regular,24,6,21,27,20,7,0,4,4,0.7407,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-24,Shop_C,季節シュー,seasonal,13,0,15,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,エクレア,regular,10,2,9,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,シュー,regular,24,8,19,27,27,0,0,-3,3,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,パール,regular,7,4,4,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,プリン,regular,8,0,9,9,6,3,0,2,2,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,リッチエクレア,regular,4,2,3,5,5,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,リッチシュー,regular,14,0,16,16,10,6,0,4,4,0.625,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_A,季節シュー,seasonal,12,0,13,13,7,6,0,5,5,0.5385,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,エクレア,regular,10,0,11,11,6,5,0,4,4,0.5455,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,シュー,regular,24,5,22,27,22,5,0,2,2,0.8148,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,パール,regular,6,0,7,7,5,2,0,1,1,0.7143,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,プリン,regular,10,7,4,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,リッチエクレア,regular,8,0,9,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,リッチシュー,regular,13,0,15,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_B,季節シュー,seasonal,9,5,5,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,エクレア,regular,14,1,15,16,12,4,0,2,2,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,シュー,regular,29,5,27,32,31,1,0,-2,2,0.9688,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,パール,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,プリン,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,リッチエクレア,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,リッチシュー,regular,14,7,9,16,14,2,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-25,Shop_C,季節シュー,seasonal,11,2,10,12,5,7,0,6,6,0.4167,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,エクレア,regular,11,0,12,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,シュー,regular,26,0,29,29,25,4,0,1,1,0.8621,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,パール,regular,11,0,12,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,プリン,regular,11,3,9,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,リッチエクレア,regular,7,0,8,8,7,1,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,リッチシュー,regular,13,6,9,15,11,4,0,2,2,0.7333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_A,季節シュー,seasonal,11,6,6,12,7,5,0,4,4,0.5833,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,エクレア,regular,10,5,6,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,シュー,regular,21,5,19,24,23,1,0,-2,2,0.9583,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,パール,regular,7,2,6,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,プリン,regular,6,3,4,7,6,1,0,0,0,0.8571,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,リッチエクレア,regular,7,2,6,8,5,3,0,2,2,0.625,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,リッチシュー,regular,14,2,14,16,7,9,0,7,7,0.4375,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_B,季節シュー,seasonal,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,エクレア,regular,13,4,11,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,シュー,regular,30,1,33,33,29,4,1,1,1,0.8788,Low closing stock,False,True,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,パール,regular,8,0,9,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,プリン,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,リッチエクレア,regular,7,0,8,8,6,2,0,1,1,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,リッチシュー,regular,15,2,15,17,17,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-26,Shop_C,季節シュー,seasonal,15,7,10,17,10,7,0,5,5,0.5882,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,エクレア,regular,11,0,12,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,シュー,regular,26,4,25,29,26,3,0,0,0,0.8966,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,パール,regular,7,4,4,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,プリン,regular,13,2,13,15,9,6,0,4,4,0.6,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,リッチエクレア,regular,7,1,7,8,6,2,0,1,1,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,リッチシュー,regular,16,4,14,18,16,2,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_A,季節シュー,seasonal,10,5,6,11,10,1,0,0,0,0.9091,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,エクレア,regular,6,3,4,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,シュー,regular,21,1,23,24,21,3,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,パール,regular,8,0,9,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,プリン,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,リッチエクレア,regular,6,3,4,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,リッチシュー,regular,11,9,3,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_B,季節シュー,seasonal,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,エクレア,regular,14,0,16,16,13,3,0,1,1,0.8125,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,シュー,regular,31,4,31,35,32,3,0,-1,1,0.9143,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,パール,regular,12,2,11,13,10,3,0,2,2,0.7692,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,プリン,regular,9,0,10,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,リッチエクレア,regular,7,2,6,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,リッチシュー,regular,17,0,19,19,19,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-27,Shop_C,季節シュー,seasonal,15,7,10,16,12,4,1,3,3,0.75,Low closing stock,False,True,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,エクレア,regular,11,0,12,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,シュー,regular,28,3,28,31,26,5,0,2,2,0.8387,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,パール,regular,7,0,8,8,5,3,0,2,2,0.625,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,プリン,regular,9,6,4,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,リッチエクレア,regular,6,2,5,7,5,2,0,1,1,0.7143,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,リッチシュー,regular,14,2,14,16,16,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_A,季節シュー,seasonal,8,1,8,8,8,0,1,0,0,1.0,Sold out,True,True,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,エクレア,regular,11,0,12,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,シュー,regular,22,3,22,25,18,7,0,4,4,0.72,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,パール,regular,6,1,6,7,5,2,0,1,1,0.7143,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,プリン,regular,11,0,12,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,リッチエクレア,regular,6,0,7,7,5,2,0,1,1,0.7143,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,リッチシュー,regular,12,2,11,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_B,季節シュー,seasonal,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,エクレア,regular,14,3,13,16,14,2,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,シュー,regular,32,3,33,36,31,5,0,1,1,0.8611,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,パール,regular,12,3,10,13,8,5,0,4,4,0.6154,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,プリン,regular,12,0,13,13,10,3,0,2,2,0.7692,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,リッチエクレア,regular,10,0,11,11,10,1,0,0,0,0.9091,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,リッチシュー,regular,15,0,17,17,17,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-28,Shop_C,季節シュー,seasonal,11,4,8,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-29,Shop_A,エクレア,regular,11,1,11,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-29,Shop_A,シュー,regular,27,5,25,30,29,1,0,-2,2,0.9667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-05-29,Shop_A,パール,regular,8,3,6,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-29,Shop_A,プリン,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-05-29,Shop_A,リッチエクレア,regular,9,2,8,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
